order_id,customer_id,product_key,geo_key,date_key,quantity,unit_price,discount,shipping_cost,gross_revenue,discount_amount,revenue,net_revenue,profit_margin,is_delivered,is_returned,payment_method,shipping_mode,order_status
ORD00041,CUST0474,41,6,20240730,1.0,9419.75,0.14,378.22,9419.75,1318.77,8100.98,7722.76,0.8198,1,0,Wallet,Economy,Delivered
ORD00042,CUST0565,42,3,20240108,5.0,20429.13,0.09,420.7,102145.65,9193.11,92952.54,92531.84,0.9059,0,1,Cash on Delivery,Same Day,Returned
ORD00043,CUST0614,43,4,20240917,2.0,43208.15,0.11,395.0,86416.3,9505.79,76910.51,76515.51,0.8854,1,0,Cash on Delivery,Economy,Delivered
ORD00044,CUST0330,44,10,20240406,2.0,28611.29,0.09,387.77,57222.58,5150.03,52072.55,51684.78,0.9032,0,1,Wallet,Express,Returned
ORD00045,CUST0103,45,10,20240926,4.0,816.61,0.06,435.47,3266.44,195.99,3070.45,2634.98,0.8067,1,0,Wallet,Standard,Delivered
ORD00046,CUST0037,46,6,20241112,1.0,11776.77,0.27,143.69,11776.77,3179.73,8597.04,8453.35,0.7178,0,0,Net Banking,Express,Pending
ORD00047,CUST0442,47,7,20240315,2.0,26581.76,0.23,396.26,53163.52,12227.61,40935.91,40539.65,0.7625,0,1,Debit Card,Express,Returned
ORD00048,CUST0162,48,6,20240207,4.0,47264.52,0.4,149.58,189058.08,75623.23,113434.85,113285.27,0.5992,0,1,Credit Card,Express,Returned
ORD00049,CUST0282,49,8,20240105,5.0,43260.12,0.31,486.8,216300.6,67053.19,149247.41,148760.61,0.6877,1,0,Cash on Delivery,Same Day,Delivered
ORD00050,CUST0643,50,9,20241126,1.0,15481.2,0.18,289.79,15481.2,2786.62,12694.58,12404.79,0.8013,0,0,Cash on Delivery,Same Day,Cancelled
ORD00051,CUST0118,51,7,20240827,1.0,7080.81,0.39,430.07,7080.81,2761.52,4319.29,3889.22,0.5493,0,0,Credit Card,Same Day,Cancelled
ORD00052,CUST0654,52,8,20240709,1.0,33758.09,0.19,309.77,33758.09,6414.04,27344.05,27034.28,0.8008,0,0,Wallet,Same Day,Pending
ORD00053,CUST0100,53,9,20240430,5.0,6826.42,0.18,335.24,34132.1,6143.78,27988.32,27653.08,0.8102,0,1,Wallet,Standard,Returned
ORD00054,CUST0242,54,10,20240704,1.0,49047.34,0.15,450.85,49047.34,7357.1,41690.24,41239.39,0.8408,0,0,Credit Card,Express,Pending
ORD00055,CUST0211,55,2,20240205,5.0,74154.525,0.09,434.85,370772.62,33369.53,337403.09,336968.24,0.9088,1,0,Cash on Delivery,Same Day,Delivered
ORD00056,CUST0017,56,7,20240330,3.0,2667.33,0.3,263.04,8001.99,2400.6,5601.39,5338.35,0.6671,0,0,Debit Card,Standard,Pending
ORD00057,CUST0491,57,1,20240724,4.0,34320.57,0.2,454.85,137282.28,27456.46,109825.82,109370.97,0.7967,0,1,Cash on Delivery,Same Day,Returned
ORD00058,CUST0719,58,9,20240228,5.0,36055.95,0.09,225.78,180279.75,16225.18,164054.57,163828.79,0.9087,1,0,UPI,Same Day,Delivered
ORD00059,CUST0443,23,9,20240219,3.0,40597.88,0.22,293.23,121793.64,26794.6,94999.04,94705.81,0.7776,1,0,Net Banking,Standard,Delivered
ORD00060,CUST0230,59,10,20240225,3.0,42276.4,0.15,381.3,126829.2,19024.38,107804.82,107423.52,0.847,0,0,Wallet,Standard,Cancelled
ORD00061,CUST0360,60,7,20240104,2.0,43499.64,0.23,200.39,86999.28,20009.83,66989.45,66789.06,0.7677,1,0,Net Banking,Same Day,Delivered
ORD00062,CUST0160,61,1,20240321,5.0,2535.64,0.03,221.56,12678.2,380.35,12297.85,12076.29,0.9525,1,0,Net Banking,Standard,Delivered
ORD00063,CUST0405,62,4,20241102,1.0,74154.525,0.12,105.62,74154.52,8898.54,65255.98,65150.36,0.8786,0,0,Cash on Delivery,Express,Cancelled
ORD00064,CUST0020,63,8,20240823,1.0,43112.4,0.23,286.7,43112.4,9915.85,33196.55,32909.85,0.7633,1,0,Net Banking,Same Day,Delivered
ORD00065,CUST0406,64,9,20240607,3.0,11117.52,0.31,38.19,33352.56,10339.29,23013.27,22975.08,0.6889,1,0,Debit Card,Express,Delivered
ORD00066,CUST0792,57,5,20241117,4.0,23224.46,0.23,289.73,92897.84,21366.5,71531.34,71241.61,0.7669,0,1,UPI,Express,Returned
ORD00067,CUST0520,65,7,20240207,3.0,23114.04,0.02,184.37,69342.12,1386.84,67955.28,67770.91,0.9773,0,1,Net Banking,Standard,Returned
ORD00068,CUST0155,66,6,20240201,4.0,5219.92,0.36,171.72,20879.68,7516.68,13363.0,13191.28,0.6318,1,0,Cash on Delivery,Express,Delivered
ORD00069,CUST0647,67,1,20241127,3.0,3342.3,0.04,339.19,10026.9,401.08,9625.82,9286.63,0.9262,1,0,Credit Card,Express,Delivered
ORD00070,CUST0318,68,9,20241013,4.0,32192.49,0.13,63.9,128769.96,16740.09,112029.87,111965.97,0.8695,1,0,Net Banking,Same Day,Delivered
ORD00071,CUST0141,69,4,20240320,1.0,14824.82,0.32,253.84,14824.82,4743.94,10080.88,9827.04,0.6629,1,0,Debit Card,Economy,Delivered
ORD00072,CUST0421,70,1,20240705,2.0,48480.95,0.24,376.2,96961.9,23270.86,73691.04,73314.84,0.7561,0,1,UPI,Economy,Returned
ORD00073,CUST0142,71,2,20240508,1.0,32076.89,0.35,277.27,32076.89,11226.91,20849.98,20572.71,0.6414,0,1,Net Banking,Express,Returned
ORD00074,CUST0406,72,1,20240914,3.0,25928.08,0.4,187.46,77784.24,31113.7,46670.54,46483.08,0.5976,0,1,Credit Card,Same Day,Returned
ORD00075,CUST0082,73,1,20240110,3.0,10821.95,0.06,470.11,32465.85,1947.95,30517.9,30047.79,0.9255,1,0,Net Banking,Economy,Delivered
ORD00076,CUST0248,74,2,20240314,3.0,21490.48,0.25,120.28,64471.44,16117.86,48353.58,48233.3,0.7481,0,1,Cash on Delivery,Standard,Returned
ORD00077,CUST0070,75,7,20240625,2.0,36660.4,0.25,385.75,73320.8,18330.2,54990.6,54604.85,0.7447,0,0,Wallet,Economy,Pending
ORD00078,CUST0301,76,1,20240413,1.0,39565.91,0.35,157.8,39565.91,13848.07,25717.84,25560.04,0.646,1,0,Debit Card,Same Day,Delivered
ORD00079,CUST0448,32,7,20240723,4.0,44737.14,0.15,486.86,178948.56,26842.28,152106.28,151619.42,0.8473,0,1,Net Banking,Standard,Returned
ORD00080,CUST0677,77,7,20240531,3.0,22323.49,0.29,83.32,66970.47,19421.44,47549.03,47465.71,0.7088,1,0,UPI,Standard,Delivered
ORD00081,CUST0147,78,1,20241107,4.0,1788.21,0.03,389.26,7152.84,214.59,6938.25,6548.99,0.9156,1,0,UPI,Economy,Delivered
ORD00082,CUST0117,79,4,20240114,2.0,24977.25,0.15,280.84,49954.5,7493.18,42461.32,42180.48,0.8444,1,0,Debit Card,Standard,Delivered
ORD00083,CUST0684,80,7,20240626,1.0,27522.36,0.12,149.98,27522.36,3302.68,24219.68,24069.7,0.8746,1,0,Credit Card,Express,Delivered
ORD00084,CUST0565,81,10,20240307,5.0,44218.11,0.03,199.08,221090.55,6632.72,214457.83,214258.75,0.9691,0,1,UPI,Standard,Returned
ORD00085,CUST0787,74,5,20240307,4.0,25168.05,0.35,415.7,100672.2,35235.27,65436.93,65021.23,0.6459,1,0,UPI,Standard,Delivered
ORD00086,CUST0096,82,6,20240914,2.0,29610.83,0.23,85.6,59221.66,13620.98,45600.68,45515.08,0.7686,0,0,Credit Card,Standard,Pending
ORD00087,CUST0510,83,1,20241117,5.0,14519.1,0.38,241.47,72595.5,27586.29,45009.21,44767.74,0.6167,0,1,Net Banking,Economy,Returned
ORD00088,CUST0134,84,8,20240708,5.0,28104.48,0.13,233.24,140522.4,18267.91,122254.49,122021.25,0.8683,1,0,Net Banking,Express,Delivered
ORD00089,CUST0479,2,6,20240912,3.0,24893.65,0.04,196.62,74680.95,2987.24,71693.71,71497.09,0.9574,1,0,Wallet,Economy,Delivered
ORD00090,CUST0375,85,8,20240124,4.0,2605.33,0.22,181.26,10421.32,2292.69,8128.63,7947.37,0.7626,1,0,Wallet,Standard,Delivered
ORD00091,CUST0204,81,5,20241104,5.0,20099.28,0.02,19.46,100496.4,2009.93,98486.47,98467.01,0.9798,1,0,UPI,Same Day,Delivered
ORD00092,CUST0522,86,6,20240929,4.0,35451.55,0.12,407.87,141806.2,17016.74,124789.46,124381.59,0.8771,0,0,Wallet,Standard,Cancelled
ORD00093,CUST0598,87,1,20240902,2.0,26235.41,0.29,387.3,52470.82,15216.54,37254.28,36866.98,0.7026,1,0,Credit Card,Economy,Delivered
ORD00094,CUST0754,88,10,20240201,2.0,25958.23,0.22,499.06,51916.46,11421.62,40494.84,39995.78,0.7704,0,0,UPI,Same Day,Cancelled
ORD00095,CUST0722,89,3,20240416,4.0,15886.19,0.14,466.85,63544.76,8896.27,54648.49,54181.64,0.8527,1,0,UPI,Express,Delivered
ORD00096,CUST0220,90,10,20240413,5.0,13593.08,0.22,135.81,67965.4,14952.39,53013.01,52877.2,0.778,1,0,Wallet,Express,Delivered
ORD00097,CUST0564,91,1,20240321,4.0,32662.0,0.35,237.85,130648.0,45726.8,84921.2,84683.35,0.6482,0,0,Credit Card,Express,Cancelled
ORD00098,CUST0407,92,1,20240910,3.0,46833.61,0.38,463.02,140500.83,53390.32,87110.51,86647.49,0.6167,1,0,Net Banking,Economy,Delivered
ORD00099,CUST0664,93,10,20240511,2.0,753.51,0.13,147.51,1507.02,195.91,1311.11,1163.6,0.7721,1,0,Cash on Delivery,Same Day,Delivered
ORD00100,CUST0007,94,4,20240513,4.0,11814.29,0.19,477.02,47257.16,8978.86,38278.3,37801.28,0.7999,0,1,Wallet,Standard,Returned
ORD00101,CUST0377,95,3,20241110,2.0,10995.47,0.05,76.59,21990.94,1099.55,20891.39,20814.8,0.9465,1,0,Wallet,Express,Delivered
ORD00102,CUST0721,66,6,20240704,1.0,45866.37,0.04,414.39,45866.37,1834.65,44031.72,43617.33,0.951,0,0,Credit Card,Express,Pending
ORD00103,CUST0526,96,5,20240731,3.0,74154.525,0.22,336.38,222463.58,48941.99,173521.59,173185.21,0.7785,0,0,UPI,Standard,Cancelled
ORD00104,CUST0185,97,8,20240310,4.0,18754.32,0.36,224.27,75017.28,27006.22,48011.06,47786.79,0.637,1,0,Wallet,Same Day,Delivered
ORD00105,CUST0775,98,1,20240112,3.0,23177.04,0.29,212.06,69531.12,20164.02,49367.1,49155.04,0.707,0,0,Credit Card,Standard,Pending
ORD00106,CUST0458,99,1,20241102,1.0,12274.47,0.02,219.48,12274.47,245.49,12028.98,11809.5,0.9621,0,0,Wallet,Same Day,Cancelled
ORD00107,CUST0227,100,6,20240730,3.0,13793.94,0.22,295.83,41381.82,9104.0,32277.82,31981.99,0.7729,0,0,Wallet,Economy,Cancelled
ORD00108,CUST0485,101,6,20240503,2.0,15071.78,0.28,402.89,30143.56,8440.2,21703.36,21300.47,0.7066,1,0,UPI,Express,Delivered
ORD00109,CUST0275,102,1,20240712,5.0,30165.96,0.35,94.08,150829.8,52790.43,98039.37,97945.29,0.6494,1,0,UPI,Standard,Delivered
ORD00110,CUST0407,10,4,20240502,5.0,16114.67,0.11,233.13,80573.35,8863.07,71710.28,71477.15,0.8871,1,0,Net Banking,Same Day,Delivered
ORD00111,CUST0268,103,1,20241010,5.0,28978.19,0.17,76.21,144890.95,24631.46,120259.49,120183.28,0.8295,0,1,UPI,Same Day,Returned
ORD00112,CUST0144,104,5,20241006,4.0,9243.19,0.36,495.16,36972.76,13310.19,23662.57,23167.41,0.6266,1,0,Credit Card,Economy,Delivered
ORD00113,CUST0467,105,6,20240710,1.0,30910.87,0.21,308.26,30910.87,6491.28,24419.59,24111.33,0.78,0,0,Wallet,Same Day,Cancelled
ORD00114,CUST0110,106,5,20240219,5.0,7487.43,0.08,263.23,37437.15,2994.97,34442.18,34178.95,0.913,1,0,Debit Card,Express,Delivered
ORD00115,CUST0389,107,8,20240712,5.0,23826.45,0.25,351.42,119132.25,29783.06,89349.19,88997.77,0.7471,1,0,Cash on Delivery,Standard,Delivered
ORD00116,CUST0701,45,9,20240523,5.0,28197.32,0.01,464.38,140986.6,1409.87,139576.73,139112.35,0.9867,1,0,Credit Card,Same Day,Delivered
ORD00117,CUST0394,108,7,20240312,1.0,25064.6,0.39,26.85,25064.6,9775.19,15289.41,15262.56,0.6089,0,0,UPI,Standard,Pending
ORD00118,CUST0191,109,8,20241214,5.0,33050.56,0.03,309.31,165252.8,4957.58,160295.22,159985.91,0.9681,1,0,Debit Card,Economy,Delivered
ORD00119,CUST0780,110,7,20240518,1.0,6668.72,0.07,224.42,6668.72,466.81,6201.91,5977.49,0.8963,1,0,UPI,Economy,Delivered
ORD00120,CUST0534,111,2,20240327,4.0,8516.61,0.11,134.2,34066.44,3747.31,30319.13,30184.93,0.8861,0,0,UPI,Express,Pending
ORD00121,CUST0007,112,3,20240721,3.0,42088.59,0.15,431.1,126265.77,18939.87,107325.9,106894.8,0.8466,0,1,UPI,Express,Returned
ORD00122,CUST0249,113,2,20240615,4.0,14050.99,0.31,182.51,56203.96,17423.23,38780.73,38598.22,0.6868,0,0,Wallet,Economy,Pending
ORD00123,CUST0649,114,5,20240604,2.0,12671.45,0.06,211.56,25342.9,1520.57,23822.33,23610.77,0.9317,1,0,Net Banking,Standard,Delivered
ORD00124,CUST0171,115,7,20241127,5.0,2262.62,0.39,338.74,11313.1,4412.11,6900.99,6562.25,0.5801,0,1,Debit Card,Express,Returned
ORD00125,CUST0354,116,5,20240113,4.0,5272.24,0.17,480.86,21088.96,3585.12,17503.84,17022.98,0.8072,1,0,Cash on Delivery,Economy,Delivered
ORD00126,CUST0046,117,3,20241229,1.0,1178.13,0.14,54.68,1178.13,164.94,1013.19,958.51,0.8136,0,1,Cash on Delivery,Economy,Returned
ORD00127,CUST0030,118,8,20241110,2.0,22506.27,0.17,2.23,45012.54,7652.13,37360.41,37358.18,0.83,1,0,Debit Card,Same Day,Delivered
ORD00128,CUST0398,119,2,20241108,4.0,29370.89,0.14,422.76,117483.56,16447.7,101035.86,100613.1,0.8564,1,0,Wallet,Express,Delivered
ORD00129,CUST0398,120,6,20240802,5.0,6936.47,0.15,92.88,34682.35,5202.35,29480.0,29387.12,0.8473,1,0,UPI,Express,Delivered
ORD00130,CUST0200,121,5,20240715,5.0,25296.63,0.2,342.35,126483.15,25296.63,101186.52,100844.17,0.7973,1,0,Debit Card,Same Day,Delivered
ORD00131,CUST0524,58,6,20240227,5.0,5754.62,0.31,411.64,28773.1,8919.66,19853.44,19441.8,0.6757,1,0,Credit Card,Express,Delivered
ORD00132,CUST0795,122,9,20240501,2.0,40544.6,0.24,175.32,81089.2,19461.41,61627.79,61452.47,0.7578,0,0,Credit Card,Same Day,Cancelled
ORD00133,CUST0274,123,2,20240920,1.0,6822.67,0.3,205.8,6822.67,2046.8,4775.87,4570.07,0.6698,1,0,Wallet,Same Day,Delivered
ORD00134,CUST0385,124,8,20240819,1.0,31699.71,0.35,46.55,31699.71,11094.9,20604.81,20558.26,0.6485,0,0,Cash on Delivery,Standard,Pending
ORD00135,CUST0408,125,6,20240421,4.0,41251.14,0.2,161.43,165004.56,33000.91,132003.65,131842.22,0.799,1,0,Credit Card,Standard,Delivered
ORD00136,CUST0439,126,1,20240413,2.0,44113.28,0.12,437.21,88226.56,10587.19,77639.37,77202.16,0.875,0,1,Debit Card,Standard,Returned
ORD00137,CUST0002,127,9,20240419,3.0,3943.04,0.24,259.72,11829.12,2838.99,8990.13,8730.41,0.738,1,0,Debit Card,Economy,Delivered
ORD00138,CUST0307,128,7,20240311,4.0,74154.525,0.3,66.57,296618.1,88985.43,207632.67,207566.1,0.6998,0,1,Debit Card,Express,Returned
ORD00139,CUST0604,129,9,20240715,3.0,48164.27,0.13,69.92,144492.81,18784.07,125708.74,125638.82,0.8695,0,0,Wallet,Standard,Pending
ORD00140,CUST0662,130,3,20240128,2.0,24769.64,0.05,249.79,49539.28,2476.96,47062.32,46812.53,0.945,1,0,Net Banking,Economy,Delivered
ORD00141,CUST0015,131,9,20240514,2.0,2039.35,0.02,394.64,4078.7,81.57,3997.13,3602.49,0.8832,1,0,Wallet,Express,Delivered
ORD00142,CUST0401,132,7,20241027,1.0,15542.97,0.17,476.71,15542.97,2642.3,12900.67,12423.96,0.7993,1,0,UPI,Express,Delivered
ORD00143,CUST0536,133,7,20240921,3.0,8389.8,0.05,390.56,25169.4,1258.47,23910.93,23520.37,0.9345,1,0,Cash on Delivery,Standard,Delivered
ORD00144,CUST0057,134,7,20240912,7.0,8385.73,0.06,386.66,58700.11,3522.01,55178.1,54791.44,0.9334,0,1,Debit Card,Standard,Returned
ORD00145,CUST0330,135,4,20240507,4.0,45796.95,0.13,413.0,183187.8,23814.41,159373.39,158960.39,0.8677,1,0,Credit Card,Economy,Delivered
ORD00146,CUST0468,136,6,20240105,3.0,10073.52,0.23,151.95,30220.56,6950.73,23269.83,23117.88,0.765,1,0,Wallet,Express,Delivered
ORD00147,CUST0344,137,1,20240101,4.0,42457.85,0.29,51.97,169831.4,49251.11,120580.29,120528.32,0.7097,1,0,UPI,Standard,Delivered
ORD00148,CUST0098,138,2,20240915,2.0,31878.92,0.16,295.95,63757.84,10201.25,53556.59,53260.64,0.8354,1,0,Wallet,Same Day,Delivered
ORD00149,CUST0160,139,9,20240224,2.0,22505.86,0.13,60.37,45011.72,5851.52,39160.2,39099.83,0.8687,0,0,Debit Card,Same Day,Pending
ORD00150,CUST0365,140,4,20240721,5.0,2495.08,0.12,410.04,12475.4,1497.05,10978.35,10568.31,0.8471,1,0,Net Banking,Standard,Delivered
ORD00151,CUST0382,141,8,20241217,1.0,24939.61,0.1,406.37,24939.61,2493.96,22445.65,22039.28,0.8837,0,1,Credit Card,Standard,Returned
ORD00152,CUST0392,142,1,20241215,4.0,8681.72,0.09,93.58,34726.88,3125.42,31601.46,31507.88,0.9073,0,0,Net Banking,Economy,Cancelled
ORD00153,CUST0256,143,6,20241118,5.0,39752.57,0.4,390.96,198762.85,79505.14,119257.71,118866.75,0.598,1,0,UPI,Express,Delivered
ORD00154,CUST0367,144,6,20241026,2.0,48700.29,0.04,328.43,97400.58,3896.02,93504.56,93176.13,0.9566,1,0,Cash on Delivery,Economy,Delivered
ORD00155,CUST0029,145,2,20241226,3.0,47380.56,0.23,281.55,142141.68,32692.59,109449.09,109167.54,0.768,1,0,Credit Card,Standard,Delivered
ORD00156,CUST0207,146,2,20240307,3.0,35861.03,0.37,422.14,107583.09,39805.74,67777.35,67355.21,0.6261,1,0,UPI,Standard,Delivered
ORD00157,CUST0140,147,7,20240321,4.0,39602.53,0.38,324.59,158410.12,60195.85,98214.27,97889.68,0.618,0,1,Wallet,Express,Returned
ORD00158,CUST0401,148,2,20241017,1.0,9144.98,0.13,404.4,9144.98,1188.85,7956.13,7551.73,0.8258,1,0,Debit Card,Same Day,Delivered
ORD00159,CUST0012,149,10,20240515,3.0,12514.57,0.03,128.33,37543.71,1126.31,36417.4,36289.07,0.9666,1,0,Net Banking,Economy,Delivered
ORD00160,CUST0463,31,5,20240207,1.0,14780.69,0.13,475.83,14780.69,1921.49,12859.2,12383.37,0.8378,0,0,UPI,Economy,Pending
ORD00161,CUST0340,150,9,20240415,2.0,20493.53,0.22,462.79,40987.06,9017.15,31969.91,31507.12,0.7687,1,0,Net Banking,Express,Delivered
ORD00162,CUST0205,151,10,20240219,1.0,10387.3,0.26,488.53,10387.3,2700.7,7686.6,7198.07,0.693,1,0,Credit Card,Economy,Delivered
ORD00163,CUST0477,152,10,20240514,2.0,41862.08,0.23,75.57,83724.16,19256.56,64467.6,64392.03,0.7691,0,0,Cash on Delivery,Express,Cancelled
ORD00164,CUST0242,153,2,20240831,3.0,3993.8,0.36,357.15,11981.4,4313.3,7668.1,7310.95,0.6102,1,0,Net Banking,Express,Delivered
ORD00165,CUST0643,154,4,20240316,5.0,12931.42,0.36,457.09,64657.1,23276.56,41380.54,40923.45,0.6329,1,0,Credit Card,Economy,Delivered
ORD00166,CUST0799,155,2,20240221,3.0,43380.39,0.35,438.95,130141.17,45549.41,84591.76,84152.81,0.6466,1,0,Debit Card,Economy,Delivered
ORD00167,CUST0382,156,3,20240111,3.0,40878.43,0.12,140.17,122635.29,14716.23,107919.06,107778.89,0.8789,1,0,Net Banking,Same Day,Delivered
ORD00168,CUST0759,157,8,20240905,5.0,43366.09,0.33,257.63,216830.45,71554.05,145276.4,145018.77,0.6688,1,0,Credit Card,Express,Delivered
ORD00169,CUST0370,158,1,20241226,2.0,13735.18,0.33,252.56,27470.36,9065.22,18405.14,18152.58,0.6608,1,0,Net Banking,Same Day,Delivered
ORD00170,CUST0396,7,1,20240126,2.0,42698.38,0.31,107.16,85396.76,26473.0,58923.76,58816.6,0.6887,0,1,Wallet,Standard,Returned
ORD00171,CUST0313,159,2,20241230,3.0,21219.15,0.15,174.35,63657.45,9548.62,54108.83,53934.48,0.8473,0,0,Credit Card,Same Day,Cancelled
